,rectype,issueid,project_owner,project_name,actor,time,text,action,title
3,pull_request_merged,297,aio-libs,aioredis,popravich,2017-10-09 19:31:19,Update pytest to 3.2.3,28af552f50646c16eaa9bfda23901ba49f616f7d,Pull request merge from aio-libs/aioredis:pyup-update-pytest-3.2.2-to-3.2.3 to aio-libs/aioredis:pyup
4,issue_comment,297,aio-libs,aioredis,codecov[bot],2017-10-04 22:59:35,"# [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/297?src=pr&el=h1) Report
> Merging [#297](https://codecov.io/gh/aio-libs/aioredis/pull/297?src=pr&el=desc) into [pyup](https://codecov.io/gh/aio-libs/aioredis/commit/580cf58a547a0b65f40e2cd2baf2f6ab657e517d?src=pr&el=desc) will **not change** coverage.
> The diff coverage is `n/a`.

[![Impacted file tree graph](https://codecov.io/gh/aio-libs/aioredis/pull/297/graphs/tree.svg?width=650&height=150&src=pr&token=THCDhqngRB)](https://codecov.io/gh/aio-libs/aioredis/pull/297?src=pr&el=tree)

```diff
@@           Coverage Diff           @@
##             pyup     #297   +/-   ##
=======================================
  Coverage   96.84%   96.84%           
=======================================
  Files          59       59           
  Lines        7538     7538           
  Branches      599      599           
=======================================
  Hits         7300     7300           
  Misses        174      174           
  Partials       64       64
```


| [Impacted Files](https://codecov.io/gh/aio-libs/aioredis/pull/297?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [aioredis/commands/server.py](https://codecov.io/gh/aio-libs/aioredis/pull/297?src=pr&el=tree#diff-YWlvcmVkaXMvY29tbWFuZHMvc2VydmVyLnB5) | `83.89% <0%> (-1.35%)` | :arrow_down: |
| [tests/sentinel\_failover\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/297?src=pr&el=tree#diff-dGVzdHMvc2VudGluZWxfZmFpbG92ZXJfdGVzdC5weQ==) | `87.21% <0%> (+1.5%)` | :arrow_up: |

------

[Continue to review full report at Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/297?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/297?src=pr&el=footer). Last update [580cf58...35a21e1](https://codecov.io/gh/aio-libs/aioredis/pull/297?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",,
5,pull_request_commit,297,aio-libs,aioredis,pyup-bot,2017-10-04 21:05:57,Update pytest from 3.2.2 to 3.2.3,35a21e142af3828766a2e724198f7aede21bc75b,
0,issue_title,298,aio-libs,aioredis,pyup-bot,2017-10-05 20:32:59,"
There's a new version of [pytest-xdist](https://pypi.python.org/pypi/pytest-xdist) available.
You are currently using **1.20.0**. I have updated it to **1.20.1**



These links might come in handy:  <a href=""https://pypi.python.org/pypi/pytest-xdist"">PyPI</a> | <a href=""https://pyup.io/changelogs/pytest-xdist/"">Changelog</a> | <a href=""https://github.com/pytest-dev/pytest-xdist"">Repo</a> 



### Changelog
> 
>### 1.20.1

>================================

>Bug Fixes
>---------

>- Fix hang when all worker nodes crash and restart limit is reached (`45
>  &lt;https://github.com/pytest-dev/pytest-xdist/issues/45&gt;`_)

>- Fix issue where the -n option would still run distributed tests when pytest
>  was run with the --collect-only option (`5
>  &lt;https://github.com/pytest-dev/pytest-xdist/issues/5&gt;`_)








*Got merge conflicts? Close this PR and delete the branch. I'll create a new PR for you.*

Happy merging! 🤖
",start issue,Update pytest-xdist to 1.20.1
1,issue_closed,298,aio-libs,aioredis,popravich,2017-10-09 19:31:34,,closed issue,Update pytest-xdist to 1.20.1
2,pull_request_title,298,aio-libs,aioredis,pyup-bot,2017-10-05 20:32:59,"
There's a new version of [pytest-xdist](https://pypi.python.org/pypi/pytest-xdist) available.
You are currently using **1.20.0**. I have updated it to **1.20.1**



These links might come in handy:  <a href=""https://pypi.python.org/pypi/pytest-xdist"">PyPI</a> | <a href=""https://pyup.io/changelogs/pytest-xdist/"">Changelog</a> | <a href=""https://github.com/pytest-dev/pytest-xdist"">Repo</a> 



### Changelog
> 
>### 1.20.1

>================================

>Bug Fixes
>---------

>- Fix hang when all worker nodes crash and restart limit is reached (`45
>  &lt;https://github.com/pytest-dev/pytest-xdist/issues/45&gt;`_)

>- Fix issue where the -n option would still run distributed tests when pytest
>  was run with the --collect-only option (`5
>  &lt;https://github.com/pytest-dev/pytest-xdist/issues/5&gt;`_)








*Got merge conflicts? Close this PR and delete the branch. I'll create a new PR for you.*

Happy merging! 🤖
",0624d5efb5d3212ac3ed54d4c37bdf312aaea739,Update pytest-xdist to 1.20.1
3,pull_request_merged,298,aio-libs,aioredis,popravich,2017-10-09 19:31:34,Update pytest-xdist to 1.20.1,42f78f05014e4755b47776c1459e30117f2c83d6,Pull request merge from aio-libs/aioredis:pyup-update-pytest-xdist-1.20.0-to-1.20.1 to aio-libs/aioredis:pyup
4,issue_comment,298,aio-libs,aioredis,codecov[bot],2017-10-05 21:04:53,"# [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/298?src=pr&el=h1) Report
> Merging [#298](https://codecov.io/gh/aio-libs/aioredis/pull/298?src=pr&el=desc) into [pyup](https://codecov.io/gh/aio-libs/aioredis/commit/580cf58a547a0b65f40e2cd2baf2f6ab657e517d?src=pr&el=desc) will **decrease** coverage by `0.02%`.
> The diff coverage is `n/a`.

[![Impacted file tree graph](https://codecov.io/gh/aio-libs/aioredis/pull/298/graphs/tree.svg?width=650&height=150&src=pr&token=THCDhqngRB)](https://codecov.io/gh/aio-libs/aioredis/pull/298?src=pr&el=tree)

```diff
@@            Coverage Diff             @@
##             pyup     #298      +/-   ##
==========================================
- Coverage   96.84%   96.81%   -0.03%     
==========================================
  Files          59       59              
  Lines        7538     7538              
  Branches      599      599              
==========================================
- Hits         7300     7298       -2     
- Misses        174      175       +1     
- Partials       64       65       +1
```


| [Impacted Files](https://codecov.io/gh/aio-libs/aioredis/pull/298?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [aioredis/commands/server.py](https://codecov.io/gh/aio-libs/aioredis/pull/298?src=pr&el=tree#diff-YWlvcmVkaXMvY29tbWFuZHMvc2VydmVyLnB5) | `83.89% <0%> (-1.35%)` | :arrow_down: |

------

[Continue to review full report at Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/298?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/298?src=pr&el=footer). Last update [580cf58...0624d5e](https://codecov.io/gh/aio-libs/aioredis/pull/298?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",,
5,pull_request_commit,298,aio-libs,aioredis,pyup-bot,2017-10-05 20:32:58,Update pytest-xdist from 1.20.0 to 1.20.1,0624d5efb5d3212ac3ed54d4c37bdf312aaea739,
0,issue_title,300,aio-libs,aioredis,pyup-bot,2017-10-09 10:48:05,"
There's a new version of [async-timeout](https://pypi.python.org/pypi/async-timeout) available.
You are currently using **1.4.0**. I have updated it to **2.0.0**



These links might come in handy:  <a href=""https://pypi.python.org/pypi/async-timeout"">PyPI</a> | <a href=""https://pyup.io/changelogs/async-timeout/"">Changelog</a> | <a href=""https://github.com/aio-libs/async_timeout/"">Repo</a> 



### Changelog
> 
>### 2.0.0

>------------------

>* Changed `timeout &lt;= 0` behaviour

>  * Backward incompatibility change, prior this version `0` was
>    shortcut for `None`
>  * when timeout &lt;= 0 `TimeoutError` raised faster







*Got merge conflicts? Close this PR and delete the branch. I'll create a new PR for you.*

Happy merging! 🤖
",start issue,Update async-timeout to 2.0.0
1,issue_closed,300,aio-libs,aioredis,popravich,2017-10-09 19:32:54,,closed issue,Update async-timeout to 2.0.0
2,pull_request_title,300,aio-libs,aioredis,pyup-bot,2017-10-09 10:48:05,"
There's a new version of [async-timeout](https://pypi.python.org/pypi/async-timeout) available.
You are currently using **1.4.0**. I have updated it to **2.0.0**



These links might come in handy:  <a href=""https://pypi.python.org/pypi/async-timeout"">PyPI</a> | <a href=""https://pyup.io/changelogs/async-timeout/"">Changelog</a> | <a href=""https://github.com/aio-libs/async_timeout/"">Repo</a> 



### Changelog
> 
>### 2.0.0

>------------------

>* Changed `timeout &lt;= 0` behaviour

>  * Backward incompatibility change, prior this version `0` was
>    shortcut for `None`
>  * when timeout &lt;= 0 `TimeoutError` raised faster







*Got merge conflicts? Close this PR and delete the branch. I'll create a new PR for you.*

Happy merging! 🤖
",f1ec79b374bf17f4ac415145f345f0971b5d66a6,Update async-timeout to 2.0.0
3,pull_request_merged,300,aio-libs,aioredis,popravich,2017-10-09 19:32:54,Update async-timeout to 2.0.0,5b8c5eba3194b18ea91b35bdd3c43b3706329d8e,Pull request merge from aio-libs/aioredis:pyup-update-async-timeout-1.4.0-to-2.0.0 to aio-libs/aioredis:pyup
4,issue_comment,300,aio-libs,aioredis,codecov[bot],2017-10-09 11:07:10,"# [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/300?src=pr&el=h1) Report
> Merging [#300](https://codecov.io/gh/aio-libs/aioredis/pull/300?src=pr&el=desc) into [pyup](https://codecov.io/gh/aio-libs/aioredis/commit/42f78f05014e4755b47776c1459e30117f2c83d6?src=pr&el=desc) will **increase** coverage by `0.01%`.
> The diff coverage is `n/a`.

[![Impacted file tree graph](https://codecov.io/gh/aio-libs/aioredis/pull/300/graphs/tree.svg?token=THCDhqngRB&height=150&width=650&src=pr)](https://codecov.io/gh/aio-libs/aioredis/pull/300?src=pr&el=tree)

```diff
@@            Coverage Diff             @@
##             pyup     #300      +/-   ##
==========================================
+ Coverage   96.81%   96.82%   +0.01%     
==========================================
  Files          59       59              
  Lines        7538     7538              
  Branches      599      599              
==========================================
+ Hits         7298     7299       +1     
+ Misses        175      174       -1     
  Partials       65       65
```


| [Impacted Files](https://codecov.io/gh/aio-libs/aioredis/pull/300?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [tests/sentinel\_failover\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/300?src=pr&el=tree#diff-dGVzdHMvc2VudGluZWxfZmFpbG92ZXJfdGVzdC5weQ==) | `86.46% <0%> (+0.75%)` | :arrow_up: |

------

[Continue to review full report at Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/300?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/300?src=pr&el=footer). Last update [42f78f0...f1ec79b](https://codecov.io/gh/aio-libs/aioredis/pull/300?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",,
5,pull_request_commit,300,aio-libs,aioredis,pyup-bot,2017-10-09 10:48:04,Update async-timeout from 1.4.0 to 2.0.0,03b672811c87d4f9f03fe3a98cac50e4814470b0,
6,pull_request_commit,300,aio-libs,aioredis,popravich,2017-10-09 19:32:39,Merge branch 'pyup' into pyup-update-async-timeout-1.4.0-to-2.0.0,f1ec79b374bf17f4ac415145f345f0971b5d66a6,
