,rectype,issueid,project_owner,project_name,actor,time,text,action,title
4,issue_comment,222,aio-libs,aioredis,codecov-io,2017-05-11 14:11:27,"# [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/222?src=pr&el=h1) Report
> Merging [#222](https://codecov.io/gh/aio-libs/aioredis/pull/222?src=pr&el=desc) into [master](https://codecov.io/gh/aio-libs/aioredis/commit/d566f0ac4364b8765a87146542702495b682de88?src=pr&el=desc) will **increase** coverage by `0.59%`.
> The diff coverage is `100%`.

[![Impacted file tree graph](https://codecov.io/gh/aio-libs/aioredis/pull/222/graphs/tree.svg?width=650&height=150&src=pr&token=THCDhqngRB)](https://codecov.io/gh/aio-libs/aioredis/pull/222?src=pr&el=tree)

```diff
@@            Coverage Diff             @@
##           master     #222      +/-   ##
==========================================
+ Coverage   85.12%   85.72%   +0.59%     
==========================================
  Files          55       55              
  Lines        7366     7395      +29     
  Branches      624      620       -4     
==========================================
+ Hits         6270     6339      +69     
+ Misses        994      970      -24     
+ Partials      102       86      -16
```


| [Impacted Files](https://codecov.io/gh/aio-libs/aioredis/pull/222?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [tests/server\_commands\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/222?src=pr&el=tree#diff-dGVzdHMvc2VydmVyX2NvbW1hbmRzX3Rlc3QucHk=) | `89.47% <ø> (ø)` | :arrow_up: |
| [tests/sorted\_set\_commands\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/222?src=pr&el=tree#diff-dGVzdHMvc29ydGVkX3NldF9jb21tYW5kc190ZXN0LnB5) | `100% <ø> (+0.41%)` | :arrow_up: |
| [tests/multi\_exec\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/222?src=pr&el=tree#diff-dGVzdHMvbXVsdGlfZXhlY190ZXN0LnB5) | `100% <ø> (+3.03%)` | :arrow_up: |
| [tests/string\_commands\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/222?src=pr&el=tree#diff-dGVzdHMvc3RyaW5nX2NvbW1hbmRzX3Rlc3QucHk=) | `100% <100%> (ø)` | :arrow_up: |
| [tests/transaction\_commands\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/222?src=pr&el=tree#diff-dGVzdHMvdHJhbnNhY3Rpb25fY29tbWFuZHNfdGVzdC5weQ==) | `100% <100%> (+0.56%)` | :arrow_up: |
| [tests/generic\_commands\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/222?src=pr&el=tree#diff-dGVzdHMvZ2VuZXJpY19jb21tYW5kc190ZXN0LnB5) | `86.83% <100%> (+0.41%)` | :arrow_up: |
| [tests/pyreader\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/222?src=pr&el=tree#diff-dGVzdHMvcHlyZWFkZXJfdGVzdC5weQ==) | `96.74% <100%> (+3.76%)` | :arrow_up: |
| [tests/connection\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/222?src=pr&el=tree#diff-dGVzdHMvY29ubmVjdGlvbl90ZXN0LnB5) | `96.05% <100%> (+0.17%)` | :arrow_up: |
| [aioredis/parser.py](https://codecov.io/gh/aio-libs/aioredis/pull/222?src=pr&el=tree#diff-YWlvcmVkaXMvcGFyc2VyLnB5) | `98.42% <100%> (+16.75%)` | :arrow_up: |
| [aioredis/util.py](https://codecov.io/gh/aio-libs/aioredis/pull/222?src=pr&el=tree#diff-YWlvcmVkaXMvdXRpbC5weQ==) | `83% <100%> (ø)` | :arrow_up: |
| ... and [5 more](https://codecov.io/gh/aio-libs/aioredis/pull/222?src=pr&el=tree-more) | |

------

[Continue to review full report at Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/222?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/222?src=pr&el=footer). Last update [d566f0a...480a2ea](https://codecov.io/gh/aio-libs/aioredis/pull/222?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",,
5,pull_request_commit,222,aio-libs,aioredis,popravich,2017-05-11 12:01:19,fix PyReader decoding partial results,6abb2425fea85286972ed4e9ca6b87b2f2ef00b3,
6,pull_request_commit,222,aio-libs,aioredis,popravich,2017-05-11 12:02:01,update tests to fix minor coverage issues,2de21fe04820a37b6cac9ab9e1f99dff161ec3bf,
7,pull_request_commit,222,aio-libs,aioredis,popravich,2017-05-11 12:48:38,trying to fix latency-sensitive tests,480a2ea7a0afffdcbfbb4d7dd66b9293d70b6df9,
0,issue_title,221,aio-libs,aioredis,pfreixes,2017-05-10 14:45:38,"Related to #184, it allows aioredis to configure a limited
time that will be used trying to open a connection if it is
reached an `asyncio.TimeoutError` will be raised

By default, any timeout is configured.

Not very happy with the current test implementation, at integration level there is not an easy way to test it, if you come with something better please ping me. ",start issue,Support for connection timeout param
1,issue_closed,221,aio-libs,aioredis,popravich,2017-05-11 21:16:50,,closed issue,Support for connection timeout param
2,pull_request_title,221,aio-libs,aioredis,pfreixes,2017-05-10 14:45:38,"Related to #184, it allows aioredis to configure a limited
time that will be used trying to open a connection if it is
reached an `asyncio.TimeoutError` will be raised

By default, any timeout is configured.

Not very happy with the current test implementation, at integration level there is not an easy way to test it, if you come with something better please ping me. ",ee2e5195b90de27fc1752907a23454ad88c0b93b,Support for connection timeout param
3,pull_request_merged,221,aio-libs,aioredis,popravich,2017-05-11 21:16:50,Support for connection timeout param,e0d520270d0296c14aa89e5eaa1bdc0f300bccea,Pull request merge from pfreixes/aioredis:master to aio-libs/aioredis:master
4,issue_comment,221,aio-libs,aioredis,codecov-io,2017-05-11 05:13:15,"# [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/221?src=pr&el=h1) Report
> Merging [#221](https://codecov.io/gh/aio-libs/aioredis/pull/221?src=pr&el=desc) into [master](https://codecov.io/gh/aio-libs/aioredis/commit/d566f0ac4364b8765a87146542702495b682de88?src=pr&el=desc) will **increase** coverage by `0.53%`.
> The diff coverage is `80%`.

[![Impacted file tree graph](https://codecov.io/gh/aio-libs/aioredis/pull/221/graphs/tree.svg?width=650&height=150&token=THCDhqngRB&src=pr)](https://codecov.io/gh/aio-libs/aioredis/pull/221?src=pr&el=tree)

```diff
@@            Coverage Diff             @@
##           master     #221      +/-   ##
==========================================
+ Coverage   85.12%   85.65%   +0.53%     
==========================================
  Files          55       55              
  Lines        7366     7425      +59     
  Branches      624      624              
==========================================
+ Hits         6270     6360      +90     
+ Misses        994      979      -15     
+ Partials      102       86      -16
```


| [Impacted Files](https://codecov.io/gh/aio-libs/aioredis/pull/221?src=pr&el=tree) | Coverage Δ | |
|---|---|---|
| [tests/pool\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/221?src=pr&el=tree#diff-dGVzdHMvcG9vbF90ZXN0LnB5) | `98.23% <100%> (+0.03%)` | :arrow_up: |
| [tests/connection\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/221?src=pr&el=tree#diff-dGVzdHMvY29ubmVjdGlvbl90ZXN0LnB5) | `94.98% <71.42%> (-0.9%)` | :arrow_down: |
| [aioredis/sentinel/pool.py](https://codecov.io/gh/aio-libs/aioredis/pull/221?src=pr&el=tree#diff-YWlvcmVkaXMvc2VudGluZWwvcG9vbC5weQ==) | `66.22% <0%> (-0.8%)` | :arrow_down: |
| [tests/string\_commands\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/221?src=pr&el=tree#diff-dGVzdHMvc3RyaW5nX2NvbW1hbmRzX3Rlc3QucHk=) | `100% <0%> (ø)` | :arrow_up: |
| [tests/sorted\_set\_commands\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/221?src=pr&el=tree#diff-dGVzdHMvc29ydGVkX3NldF9jb21tYW5kc190ZXN0LnB5) | `100% <0%> (+0.41%)` | :arrow_up: |
| [tests/generic\_commands\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/221?src=pr&el=tree#diff-dGVzdHMvZ2VuZXJpY19jb21tYW5kc190ZXN0LnB5) | `86.83% <0%> (+0.41%)` | :arrow_up: |
| [examples/py34/connection.py](https://codecov.io/gh/aio-libs/aioredis/pull/221?src=pr&el=tree#diff-ZXhhbXBsZXMvcHkzNC9jb25uZWN0aW9uLnB5) | `89.8% <0%> (+0.43%)` | :arrow_up: |
| [tests/transaction\_commands\_test.py](https://codecov.io/gh/aio-libs/aioredis/pull/221?src=pr&el=tree#diff-dGVzdHMvdHJhbnNhY3Rpb25fY29tbWFuZHNfdGVzdC5weQ==) | `100% <0%> (+0.56%)` | :arrow_up: |
| [aioredis/commands/generic.py](https://codecov.io/gh/aio-libs/aioredis/pull/221?src=pr&el=tree#diff-YWlvcmVkaXMvY29tbWFuZHMvZ2VuZXJpYy5weQ==) | `81.37% <0%> (+0.68%)` | :arrow_up: |
| ... and [5 more](https://codecov.io/gh/aio-libs/aioredis/pull/221?src=pr&el=tree-more) | |

------

[Continue to review full report at Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/221?src=pr&el=continue).
> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta)
> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`
> Powered by [Codecov](https://codecov.io/gh/aio-libs/aioredis/pull/221?src=pr&el=footer). Last update [d566f0a...ee2e519](https://codecov.io/gh/aio-libs/aioredis/pull/221?src=pr&el=lastupdated). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments).
",,
5,issue_comment,221,aio-libs,aioredis,popravich,2017-05-11 11:00:17,Thanks for PR,,
6,issue_comment,221,aio-libs,aioredis,pfreixes,2017-05-11 15:09:29,"Changes asked applied, thanks for the reviewing.",,
7,issue_comment,221,aio-libs,aioredis,pfreixes,2017-05-11 20:09:55,"Done, thanks.",,
8,issue_comment,221,aio-libs,aioredis,popravich,2017-05-11 21:17:01,Thanks,,
9,pull_request_commit_comment,221,aio-libs,aioredis,popravich,2017-05-11 10:47:08,Lets rename this argument to `create_connection_timeout`,ee2e5195b90de27fc1752907a23454ad88c0b93b,"(None, '', u'aioredis/pool.py')"
10,pull_request_commit_comment,221,aio-libs,aioredis,popravich,2017-05-11 10:47:36,no need for this decorator here,ee2e5195b90de27fc1752907a23454ad88c0b93b,"(None, '', u'aioredis/pool.py')"
11,pull_request_commit_comment,221,aio-libs,aioredis,popravich,2017-05-11 10:55:44,"Zero timeout does not make much sense — cancelling connection on next loop iteration.
I think we should check if `timeout` is `None` or `>= 0`, if timeout is 0 replace it with `None`,
otherwise (if < 0) throw `ValueError`.",ee2e5195b90de27fc1752907a23454ad88c0b93b,"(None, '', u'tests/connection_test.py')"
12,pull_request_commit_comment,221,aio-libs,aioredis,popravich,2017-05-11 10:59:42,"Regarding tests, I think we can patch `asyncio.open_connection` with `mock`, something like this:
```python
@mock.patch('aioredis.connection.asyncio.open_connection')
def test(open_conn_mock):
    open_conn.side_effect = lambda *a, **k: asyncio.sleep(longer_than_timeout)
    ...
```",ee2e5195b90de27fc1752907a23454ad88c0b93b,"(None, '', u'tests/connection_test.py')"
13,pull_request_commit_comment,221,aio-libs,aioredis,popravich,2017-05-11 15:35:09,Please remove `print` statement.,ee2e5195b90de27fc1752907a23454ad88c0b93b,"(None, '', u'aioredis/connection.py')"
14,pull_request_commit,221,aio-libs,aioredis,pfreixes,2017-05-10 14:40:24,"Support for connection timeout param

Related to #184, it allows aioredis to configure a limited
time that will be used trying to open a connection, if it is
reached a `asyncio.TimeoutError` will be raised

By default any timeout is configured.",d94f231a16f52551025ba801069e876fcab3830b,
15,pull_request_commit,221,aio-libs,aioredis,pfreixes,2017-05-11 15:07:55,Some small MR issues fixed,561e605291d71f5a5e642454494c915127020ca9,
16,pull_request_commit,221,aio-libs,aioredis,pfreixes,2017-05-11 20:07:33,Removed print,ee2e5195b90de27fc1752907a23454ad88c0b93b,
